Timestamp,Reporting_Month,Supplier_Name,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
05/01/15 00:00,15-May,Paso Robles  City of,Central Coast,30450,Yes,2,18,24,23,0,Contacts in May were for direct outreach to customers in violation of or suspected to be in violation of enhanced water use restrictions.   NOVs during May were for violations of the standing water use restrictions  
05/01/15 00:00,15-May,Pismo Beach  City of,Central Coast,7861,Yes,2,1,1,1,0,"1st violation is a warning, after that increasing fines"
05/01/15 00:00,15-May,California Water Service Company Marysville,Sacramento River,12131,Yes,7,7,7,7,0,
05/01/15 00:00,15-May,Madera  City of,San Joaquin River,63961,Yes,1,44,63,70,42,
05/01/15 00:00,15-May,Hemet  City of,South Coast,29982,Yes,2,10,10,0,0,
05/01/15 00:00,15-May,California Water Service Company Mid Peninsula,San Francisco Bay,132532,Yes,7,32,32,32,0,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions includes the California Water Service Company South San Francisco (498) service area. "
05/01/15 00:00,15-May,California Water Service Company Palos Verdes,South Coast,69932,Yes,7,,,,,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions have been included with California Water Service Company Dominguez (465). "
05/01/15 00:00,15-May,"Colton, City of",South Coast,47612,Yes,7,20,16,14,0,"Customers are restricted from watering from 8am-6pm. Overwatering and run-off are also violations of our municipal code. Leaks must be repaired in a timely manner, and no one is allowed to use water to clean hardscape areas, unless for public health reasons. "
05/01/15 00:00,15-May,California Water Service Company Redwood Valley,North Coast,3613,Yes,7,1,1,1,0,
05/01/15 00:00,15-May,Brea  City of,South Coast,43328,Yes,3,22,22,22,0,Door hanger warnings
05/01/15 00:00,15-May,California Water Service Company Salinas District,Central Coast,120945,Yes,7,14,14,14,0,
05/01/15 00:00,15-May,Wasco  City of,Tulare Lake,26159,Yes,3,45,45,41,4,4
05/01/15 00:00,15-May,California Water Service Company South San Francisco,San Francisco Bay,61078,Yes,7,,,,,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions have been combine with California Water Service Company Mid Peninsula (489) service area. "
05/01/15 00:00,15-May,"Tulare, City of",Tulare Lake,62363,Yes,3,94,348,269,79,
05/01/15 00:00,15-May,California Water Service Company Stockton,San Joaquin River,170481,Yes,7,28,28,28,0,
05/01/15 00:00,15-May,California Water Service Company Willows,Sacramento River,7148,Yes,7,3,3,3,0,
05/01/15 00:00,15-May,California Water Service Company Westlake,South Coast,19461,Yes,7,0,0,0,0,
05/01/15 00:00,15-May,"East Palo Alto, City of",San Francisco Bay,29143,No,2,6,6,5,0,"Education and corrective action (distribute hose shut off nozzles, adjust irrigation controllers to allowed times, fix broken sprinkler heads"
05/01/15 00:00,15-May,Banning  City of,Colorado River,30325,Yes,3,12,12,2,0,
05/01/15 00:00,15-May,Benicia  City of,San Francisco Bay,28086,Yes,3,13,13,2,0,
05/01/15 00:00,15-May,Westborough Water District,San Francisco Bay,14050,Yes,2,1,1,1,0,
05/01/15 00:00,15-May,Woodland  City of,Sacramento River,57223,Yes,3,77,54,23,0,
05/01/15 00:00,15-May,Mountain View  City of,San Francisco Bay,76210,Yes,2,60,60,37,0,
05/01/15 00:00,15-May,Mammoth Community Water District,South Lahontan,16739,Yes,2,31,25,25,0,none...
05/01/15 00:00,15-May,Antioch  City of,San Joaquin River,106455,Yes,3,43,41,22,,3 of the warnings were sent to code enforcement for further action
05/01/15 00:00,15-May,Estero Municipal Improvement District,San Francisco Bay,37165,Yes,2,8,8,4,0,
05/01/15 00:00,15-May,East Orange County Water District,South Coast,3247,Yes,2,2,2,0,0,"First instance of non-compliance - through personal contact, 1) issue a written warning 2) provide a copy of the conservation ordinance 3) provide education such as reviewing behavior or water use inefficiency that caused the warning to be issued and suggest specific behavior or water use changes to correct it.  Second instance of non-compliance within preceding 12 month period - $50 fine. Third instance of non-compliance within preceding 12 month period - $100 fine.   Fourth instance of non-compliance - $250 fine and referral to the District Attorney's office for prosecution."
05/01/15 00:00,15-May,Triunfo Sanitation District / Oak Park Water Service,South Coast,12200,Yes,2,235,109,235,20,
05/01/15 00:00,15-May,Vallecitos Water District,South Coast,94283,Yes,2,307,307,0,0,"Water waste patrols started May 11. Customers with their first violation received a phone call, the 2nd violation will result in a formal warning letter and the 3rd violation will result in a penalty. The fee schedule is outlined in our drought ordinance."
05/01/15 00:00,15-May,Indio  City of,Colorado River,88411,Yes,4,73,97,70,0,
05/01/15 00:00,15-May,Sunnyvale  City of,San Francisco Bay,148028,Yes,2,35,29,17,0,
05/01/15 00:00,15-May,Santa Cruz  City of,Central Coast,95224,Yes,1,91,64,27,0,"The City has a LEAK-LINE for the public to report violations and receives such reports in person, over the telephone, by email and other sources.  We have one dedicated water waste enforcement staff patrolling the field in the am hours, and will be hiring a second staff in early June.  In the case of formal warning actions, customers are given a period of 2 weeks as an opportunity to resolve/correct  the situation or else they are subject a penalty of $100 for a  second violation, $250 for a third, and $500 for a fourth, with the possiblity of a flow restrictor and/or termination of service.  Large customers, defined as using more than 1,000,000 gallons per year, water waste penalties are 3 times the amount listed above.  Residential and dedicated irrigation accounts are rationed and have no restriction on the number of days watering is allowed; CII accounts are restricted to one day per week.   "
05/01/15 00:00,15-May,Fortuna  City of,North Coast,12032,Yes,4,6,6,1,0,1st warning letter sent to one customer for watering on a restricted day x2.
05/01/15 00:00,15-May,Clovis  City of,Tulare Lake,108227,Yes,2,253,253,241,11,
05/01/15 00:00,15-May,East Niles Community Service District,Tulare Lake,26000,Yes,3,41,41,41,0,
05/01/15 00:00,15-May,Loma Linda  City of *,South Coast,23614,Yes,2,7,12,0,0,
05/01/15 00:00,15-May,Eastern Municipal Water District,South Coast,538144,Yes,7,95,11895,11894,1,"EMWD relies on allocation based tiered rates as its primary tool to discourage water waste and encourage efficiency.  Outdoor demand has decreased 30% since the allocation based rate structure was implemented.  In May of 2015, 9,412 customers exceeded their water budgets and paid for water at the excessive or wasteful rate.  Stage 4 of our Water Shortage Contingency Plan eliminates the excessive rate and reduces the outdoor water allocations.  Customers using water over their revised budget will pay the highest wasteful rate for water. In May 2015, EMWD sent 11,800 warning letters to customer near or over their water budgets, warning of the changes to the outdoor allocation and the elimination of Tier 3.  EMWD also imposes fines for runoff.  Residential fines start at $25 and commercial start at $100.   "
05/01/15 00:00,15-May,Martinez  City of,San Francisco Bay,35375,Yes,2,2,2,2,0,
05/01/15 00:00,15-May,El Monte  City of,South Coast,22968,Yes,7,0,0,0,0,
05/01/15 00:00,15-May,Marina Coast Water District,Central Coast,32375,Yes,3,3,3,0,0,
05/01/15 00:00,15-May,Vacaville  City of,Sacramento River,86893,Yes,2,71,71,71,0,
05/01/15 00:00,15-May,Pittsburg  City of,San Francisco Bay,66183,Yes,3,5,5,3,0,Notified 49 customers of possible leaks.
05/01/15 00:00,15-May,San Bruno  City of,San Francisco Bay,43798,Yes,2,2,0,0,0,
05/01/15 00:00,15-May,"American Canyon, City of",San Francisco Bay,20080,Yes,2,35,28,26,0,
05/01/15 00:00,15-May,Oildale Mutual Water Company,Tulare Lake,33163,Yes,3,49,303,286,0,
05/01/15 00:00,15-May,Livermore  City of Division of Water Resources,San Francisco Bay,27033,Yes,2,23,23,0,0,
05/01/15 00:00,15-May,Gilroy  City of,Central Coast,53065,Yes,3,30,30,30,0,
05/01/15 00:00,15-May,Crescenta Valley Water District,South Coast,31966,Yes,2,10,10,10,0,
05/01/15 00:00,15-May,Downey  City of,South Coast,111931,Yes,3,20,20,20,0,
05/01/15 00:00,15-May,San Gabriel Valley Water Company,South Coast,271817,Yes,2,21,8,14,0,
05/01/15 00:00,15-May,Santa Clara  City of,San Francisco Bay,120973,Yes,2,90,83,44,0,
05/01/15 00:00,15-May,Paradise Irrigation District,Sacramento River,26032,Yes,3,26,26,26,0,
05/01/15 00:00,15-May,Scotts Valley Water District,Central Coast,10509,Yes,2,0,0,0,0,
05/01/15 00:00,15-May,Lincoln  City of,Sacramento River,45873,Yes,3,382,382,382,0,
05/01/15 00:00,15-May,Vaughn Water Company,Tulare Lake,30642,Yes,3,56,56,32,0,Many of the (56) complaints consisted of possible sprinkler leaks and or meter and coupling leaks and possible leak investigations. All (56) complaints were investigated and corrected within the same day of the complaint. Of the (56) complaints (32) were customers wasting water or watering on days when they shouldn't be. Those customers were left a list of the allowed days to water and  notices on how to correct the violation.
05/01/15 00:00,15-May,McKinleyville Community Service District,North Coast,16900,Yes,4,6,6,6,0,
05/01/15 00:00,15-May,Montebello Land and Water Company,South Coast,32219,Yes,2,2,2,2,0,
05/01/15 00:00,15-May,Humboldt Community Service District,North Coast,20032,Yes,2,0,0,0,0,
05/01/15 00:00,15-May,Rohnert Park  City of,North Coast,43398,Yes,3,13,12,9,0,
05/01/15 00:00,15-May,Valley of the Moon Water District,San Francisco Bay,23478,Yes,3,15,15,15,0,
05/01/15 00:00,15-May,Bellflower-Somerset Mutual Water Company,South Coast,46300,Yes,2,6,6,0,0,
05/01/15 00:00,15-May,Port Hueneme  City of,South Coast,21555,Yes,2,7,7,0,0,
05/01/15 00:00,15-May,Petaluma  City of,San Francisco Bay,61258,Yes,7,16,16,0,0,
05/01/15 00:00,15-May,Eureka  City of,North Coast,27052,Yes,4,0,0,0,0,
05/01/15 00:00,15-May,Diablo Water District,San Joaquin River,38194,Yes,3,9,89,64,0,"During our daily leak reporting from our smart meter reading system, we notice leaks, over irrigating, excessive use, irrigating more than the 3 days allowed, etc; which we make phone calls on daily and follow up to see if repairs or corrections are made. When we receive outside complaints from residents, we follow up with a phone call or doorhanger since the customer may not be aware of the problem. We have issued several warnings and are keeping track of who has received formal warnings for possible future violation penalties."
05/01/15 00:00,15-May,El Toro Water District,South Coast,48628,Yes,3,6,6,6,0,"Adopted and amended in its entirety the District's Water Conservation & Water Supply Shortage Ordinance to 1) advance compliance with our state mandated reduction target and 2) to impose an Administrative Drought Penalty on ""all"" usage that exceeds a customer's assigned combined indoor and outdoor efficient water budget.  A $2.00 penalty charge will be imposed in addition to charging the higher inefficient and wasteful tiered rates effective July 1, 2015."
05/01/15 00:00,15-May,Brentwood  City of,San Joaquin River,56493,Yes,2,21,20,0,0,
05/01/15 00:00,15-May,Fountain Valley  City of,South Coast,56916,Yes,2,13,13,13,0,
05/01/15 00:00,15-May,Tracy  City of,San Joaquin River,85146,Yes,3,43,43,11,0,
05/01/15 00:00,15-May,Menlo Park  City of,San Francisco Bay,16066,Yes,2,9,0,0,0,
05/01/15 00:00,15-May,Patterson  City of,San Joaquin River,20922,Yes,2,12,12,10,0,None of the complaints noted required a follow up visit or action.
05/01/15 00:00,15-May,Garden Grove  City of,South Coast,177020,Yes,4,37,37,36,0,
05/01/15 00:00,15-May,Merced  City of,San Joaquin River,83400,Yes,2,378,313,65,13,
05/01/15 00:00,15-May,San Gabriel Valley Fontana Water Company,South Coast,209035,Yes,2,17,4,2,0,
05/01/15 00:00,15-May,Hesperia Water District City of,South Lahontan,91627,Yes,7,4,4,4,0,
05/01/15 00:00,15-May,Moulton Niguel Water District,South Coast,172068,Yes,7,16,16,16,0,"The District's Board of Directors approved the implementation of the Water Shortage Contingency plan Stage 1 June 1, 2015 and Stage 2 July 1, 2015.  Stage 1 eliminates bill adjustments for pool fills and customers who have recycled water readily available are restricted from using potable water.  Stage 2 penalizes any customer who goes over their water budget and eliminates any bill adjustments."
05/01/15 00:00,15-May,Oxnard  City of,South Coast,196720,Yes,2,79,88,88,0,
05/01/15 00:00,15-May,"Tehachapi, City of",Tulare Lake,8839,Yes,3,9,9,9,0,"Door hangers, mailers and contact with residents."
05/01/15 00:00,15-May,La Habra  City of Public Works,South Coast,63118,Yes,2,10,43,43,0,
05/01/15 00:00,15-May,Lake Arrowhead Community Services District,South Lahontan,22495,Yes,2,8,153,124,6,"The District has AMI on 100% of its meters and monitors and responds to all meters with high or constant usage. Ordinances provide specific warning and penalty levels: 1st violation receives a written warning. 2nd violation in a calendar year receives a $250/day penalty, 3rd violation $500/day. After that a water flow restricting device can be installed or water service turned off."
05/01/15 00:00,15-May,"City of Big Bear Lake, Dept of Water & Power",South Coast,25607,Yes,4,3,46,58,0,"Fifty four contacts were made regarding leaks, in the form of door tags, letters or phone calls. We received three reports of violation which resulted in four total contacts regarding those violations. From April-October annually BBLDWP employs a seasonal employee that patrols different sections of our service area at least 3 days per week looking for violations and educating customers on our water use regulations. Failure to comply could result in termination of water service (per our Failure to Comply Procedures) and any associated fees/fines. "
05/01/15 00:00,15-May,Cerritos  City of,South Coast,49041,Yes,2,10,10,8,0,
05/01/15 00:00,15-May,Fresno  City of,Tulare Lake,520159,Yes,2,2779,2791,3069,1062,
05/01/15 00:00,15-May,Hollister  City of,Central Coast,19856,Yes,2,8,8,8,0,
05/01/15 00:00,15-May,Sunnyslope County Water District,Central Coast,19189,Yes,2,10,36,10,0,
05/01/15 00:00,15-May,Laguna Beach County Water District,South Coast,19121,Yes,2,41,41,0,0,District staff spoke with each of the 4i violators regarding water waste.
05/01/15 00:00,15-May,California-American Water Company Los Angeles District,South Coast,102889,Yes,7,30,25,25,0,
05/01/15 00:00,15-May,California-American Water Company San Diego District,South Coast,95358,Yes,7,21,21,21,0,
05/01/15 00:00,15-May,California-American Water Ventura District,South Coast,62144,Yes,7,14,13,13,0,
05/01/15 00:00,15-May,Stockton  City of,San Joaquin River,177808,Yes,2,139,0,139,0,
05/01/15 00:00,15-May,Lincoln Avenue Water Company,South Coast,16126,Yes,2,1,1,0,0,"When we receive a complaint, a technician is dispatched to investigate.  The technician will attempt to make contact with the resident to discuss the complaint.  A written water use restriction reminder is also hand delivered.  The technician will then periodically monitor the property for water use violations. "
05/01/15 00:00,15-May,Whittier  City of,South Coast,49954,Yes,3,5,5,5,0,
05/01/15 00:00,15-May,San Luis Obispo  City of,Central Coast,45473,Yes,3,57,57,57,57,
05/01/15 00:00,15-May,"Kerman, City of",Tulare Lake,14339,Yes,2,10,202,13,0,
05/01/15 00:00,15-May,La Palma  City of,South Coast,15896,Yes,2,30,30,30,2,Weekly surveys to locate watering schedule or runoff violations.   Programmable message boards placed on arterial streets entering city notifying of water alert and watering schedule.
05/01/15 00:00,15-May,Santa Margarita Water District,South Coast,154931,Yes,3,10,14,14,0,"In May 2015, thirty-five customers requested site surveys and the District notified eighteen customers of potential water leaks on the customer’s side of the meter.  Fourteen ordinance violations were observed and reported to the customer via a door-hanger and/or direct mail.  "
05/01/15 00:00,15-May,Mesa Water District,South Coast,108000,Yes,2,49,49,302,0,
05/01/15 00:00,15-May,California-American Water Company Monterey District,Central Coast,100623,Yes,2,41,41,41,1,"All water waste complaints and enforcement of violations in the Monterey Service Area are handled by the Monterey Peninsula Water Management District (""MPWMD"").  Water waste complaints received, or violations observed by California American Water are immediately forwarded to MPWMD."
05/01/15 00:00,15-May,Arroyo Grande  City of,Central Coast,17121,,4,12,12,12,0,"On May 26, 2015 The City Council adopted mandatory financial penalties on all water users who fail to reduce consumption in the percentages required."
05/01/15 00:00,15-May,Suisun-Solano Water Authority,San Francisco Bay,28549,Yes,3,3,2,0,0,
05/01/15 00:00,15-May,Davis  City of,Sacramento River,68315,Yes,3,78,14,64,0,
05/01/15 00:00,15-May,Linda County Water District,Sacramento River,18808,Yes,,,,,,
05/01/15 00:00,15-May,Ceres  City of,San Joaquin River,46989,Yes,2,53,43,69,14,"The City of Ceres has two full time employees that monitor and enforce the year around watering schedule. For the month of May 2015 these two employees handed out 43 courtesy notices, 69 warnings and 14 violations."
05/01/15 00:00,15-May,Newport Beach  City of,South Coast,65551,Yes,2,46,28,41,1,25 additional enforcement actions for water discharge
05/01/15 00:00,15-May,Ventura County Waterworks District No. 8,South Coast,90687,Yes,3,15,15,13,0,
05/01/15 00:00,15-May,Arcata  City of,North Coast,18464,Yes,7,0,0,0,0,
05/01/15 00:00,15-May,Crescent City  City of,North Coast,18290,Yes,7,2,2,0,0,
05/01/15 00:00,15-May,Crestline Village Water District,South Lahontan,7483,Yes,3,,,,,
05/01/15 00:00,15-May,South Coast Water District,South Coast,34992,Yes,1,40,157,27,0,NULL
05/01/15 00:00,15-May,Bakman Water Company,Tulare Lake,13960,Yes,2,40,40,36,0,"Investigated incidences where either Bakman Technicians noticed water wasting or water wasting was reported to office by an outside source. Verbal warnings were issued where technicians educated the customers on the drought situation, explained the mandatory water schedule, and/or technician personally reset the sprinkler timer to correct times at the request of the customer. If customers were not present, a notice was hung on their door. Customers were also contacted via telephone about high usage or possible leaks pursuant to new meter reading technology implemented through grant-funded meter installation project. In May Bakman contacted 19 customers about either high usage or a leak pursuant to notification from the meter reading technology. Customers have been responding well to the leak letters as many have resulted the identification of unknown leaks with customers repairing promptly."
05/01/15 00:00,15-May,Orange  City of,South Coast,139463,Yes,2,153,143,161,0,
05/01/15 00:00,15-May,Fair Oaks Water District,Sacramento River,36226,Yes,3,,,,,
05/01/15 00:00,15-May,Tustin  City of,South Coast,67700,Yes,2,36,36,36,0,New enforcement actions starting this month
05/01/15 00:00,15-May,Goleta Water District,Central Coast,86946,Yes,2,48,48,11,2,
05/01/15 00:00,15-May,Adelanto City of,South Lahontan,32543,Yes,2,6,6,0,0,
05/01/15 00:00,15-May,Seal Beach  City of,South Coast,25561,Yes,3,6,146,28,,"The City went to council on August 11, 2014 and implemented phase one for water conservation."
05/01/15 00:00,15-May,San Clemente  City of,South Coast,50960,Yes,3,8,8,8,0,
05/01/15 00:00,15-May,Azusa  City of,South Coast,110000,Yes,2,,,,,
05/01/15 00:00,15-May,Alhambra  City of,South Coast,85068,Yes,3,33,33,28,0,
05/01/15 00:00,15-May,Apple Valley Ranchos Water Company,South Lahontan,62602,Yes,3,3,3,0,0,
05/01/15 00:00,15-May,Thousand Oaks  City of,South Coast,51609,Yes,2,19,346,19,0,
05/01/15 00:00,15-May,Beverly Hills  City of,South Coast,42157,Yes,2,85,52,52,0,"Outdoor Water Schedule & Restrictions (Unenforced - ordinance approved May 18, 2015 effective in 30 days); Mandatory 30% Water Reductions; Warning (1st Offense), Penalties (2nd & subsequent); Restaurants shall serve water upon request only; Public restrooms in the City and private bathrooms in hotels shall post notice of water conservation goals; Plumbing and irrigation leaks shall be repaired as soon as practicable; City may issue notices to repair visible leaks; Complete refilling of swimming pools, spas, or ponds are prohibited except for health and safety reasons; Water fountains shall be prohibited unless the water is recirculated; Exterior washdown of buildings and washdown of vehicles shall be prohibited; Water usage from fire hydrants shall be limited to firefighting, related activities or other activities necessary to maintain the public health, safety and welfare; Violation by any person of the stage D mandatory requirements shall constitute a misdemeanor and, upon conviction, shall be punished by a fine not to exceed one thousand dollars ($1,000.00). Continued excessive use may result in a termination of water supply through irrigation water services and/or restriction of water supply through domestic meters. The violation of each element, and each separate violation thereof, shall be deemed a separate offense, and shall be punished accordingly. "
05/01/15 00:00,15-May,Golden State Water Company Cowan Heights,South Coast,7254,Yes,2,0,0,0,0,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties."
05/01/15 00:00,15-May,Victorville Water District,South Lahontan,125356,Yes,3,13,13,0,0,"3-day outdoor water restriction applies to sprinkler irrigation on smaller irrigation zones and residential/commercial irrigation-- those larger landscapes with multiple controllers are reduced 2-days and have the option to apply for reduction plan,must achieve 25% reduction in water use to satisfy using this alternate plan. Restricted hours for smaller systems is from 10 pm to 6 am and for larger landscapes hours are 10 pm - 9 am during the summer months-June-Sept. Using potable water to wash motor vehicles prohibited unless using commercial facilities with recirculating systems.  "
05/01/15 00:00,15-May,Pomona  City of,South Coast,151713,Yes,7,12,11,13,0,ON 5-18-2015 Council approve to enforce water contingency plan to limit outdoor water use to 2 days per week.
05/01/15 00:00,15-May,Walnut Valley Water District,South Coast,113236,Yes,2,9,101,58,0,"District approved implementation of a ""Drought Rate Surcharge"" effective July 1, 2015."
05/01/15 00:00,15-May,California-American Water Company Sacramento District,Sacramento River,201418,Yes,7,188,153,153,0,
05/01/15 00:00,15-May,Ventura County Waterworks District No 1,South Coast,38703,Yes,7,11,11,11,0,
05/01/15 00:00,15-May,Great Oaks Water Company Incorporated,San Francisco Bay,99199,Yes,2,56,56,0,0,All enforcement during May 2015 was performed through the Santa Clara Valley Water District and is monitored by Great Oaks Water Company through the Access Valley Water website.
05/01/15 00:00,15-May,Carlsbad Municipal Water District,South Coast,84838,Yes,3,16,304,0,0,
05/01/15 00:00,15-May,Golden State Water Company Placentia,South Coast,46543,Yes,2,18,4,0,0,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties."
05/01/15 00:00,15-May,Huntington Park  City of,South Coast,64219,Yes,2,0,0,0,0,
05/01/15 00:00,15-May,Helix Water District,South Coast,270375,Yes,3,112,87,76,0,Reports of water waste outside of Helix's service area which were forwarded to the appropriate agency and duplicate reports are included in the total complaints received but were not included as a direct customer contact.
05/01/15 00:00,15-May,Manhattan Beach  City of,South Coast,35996,Yes,1,3,0,25,0,"One person patrols the city 5 days a week, 4 hours per day on look out for water conservation violations."
05/01/15 00:00,15-May,Lakeside Water District,South Coast,35500,Yes,2,2,2,2,0,
05/01/15 00:00,15-May,Carpinteria Valley Water District,Central Coast,14616,Yes,2,9,9,4,0,
05/01/15 00:00,15-May,Lakewood  City of,South Coast,59081,Yes,2,28,19,0,0,
05/01/15 00:00,15-May,Lynwood  City of,South Coast,65965,Yes,2,3,3,0,0,
05/01/15 00:00,15-May,Las Virgenes Municipal Water District,South Coast,75384,Yes,2,137,125,125,3,Three fines of $100 were issued to second offense violations.
05/01/15 00:00,15-May,Chino Hills  City of,South Coast,76131,Yes,7,92,92,19,0,N/A
05/01/15 00:00,15-May,Lodi  City of Public Works Department,San Joaquin River,63651,Yes,2,299,423,393,2,
05/01/15 00:00,15-May,Golden State Water Company S Arcadia,South Coast,26827,Yes,2,1,0,0,0,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties."
05/01/15 00:00,15-May,Lomita  City of,South Coast,20463,Yes,1,0,0,0,0,
05/01/15 00:00,15-May,Golden State Water Company San Dimas,South Coast,54872,Yes,2,19,8,0,0,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties."
05/01/15 00:00,15-May,Ramona Municipal Water District,South Coast,33600,Yes,2,0,0,0,0,
05/01/15 00:00,15-May,North Coast County Water District,San Francisco Bay,39000,Yes,2,8,15,8,0,
05/01/15 00:00,15-May,North Tahoe Public Utility District,North Lahontan,7500,Yes,3,16,16,3,0,
05/01/15 00:00,15-May,San Dieguito Water District,South Coast,37168,Yes,2,26,26,13,1,
05/01/15 00:00,15-May,Palmdale Water District,South Lahontan,116183,Yes,2,6,5,4,0,
05/01/15 00:00,15-May,Olivehurst Public Utility District,Sacramento River,19509,Yes,3,32,32,32,0,
05/01/15 00:00,15-May,Twentynine Palms Water District,Colorado River,18795,Yes,3,2,2,0,0,
05/01/15 00:00,15-May,Orchard Dale Water District,South Coast,25605,Yes,2,14,14,14,0,
05/01/15 00:00,15-May,Phelan Pinon Hills Community Services District,South Lahontan,25160,No,7,0,0,0,0,
05/01/15 00:00,15-May,"Yreka, City of",North Coast,7840,Yes,3,4,4,2,0,
05/01/15 00:00,15-May,Rubidoux Community Service District,South Coast,29900,Yes,2,5,5,0,0,
05/01/15 00:00,15-May,Quartz Hill Water District,South Lahontan,20352,Yes,3,5,16,16,0,
05/01/15 00:00,15-May,Pico Rivera  City of,South Coast,39002,Yes,3,5,5,0,0,
05/01/15 00:00,15-May,Rincon Del Diablo Municipal Water District,South Coast,29955,Yes,2,13,13,13, ,
05/01/15 00:00,15-May,San Fernando  City of,South Coast,23648,Yes,3,4,2,,0,
05/01/15 00:00,15-May,Riverside Highland Water Company,South Coast,14781,Yes,3,15,15,7,0,Verbal communications with customers and door tagging the property if unable to speak to customer directly. 
05/01/15 00:00,15-May,Rubio Canyon Land and Water Association,South Coast,9600,Yes,2,25,25,25,0,
05/01/15 00:00,15-May,Santa Fe Springs  City of,South Coast,18199,Yes,2,0,0,0,0,"Residential and commercial landscape areas shall be watered no more than two times per week, for no more than 10 minutes per area.  Residential and commercial landscape areas shall not be watered between the hours of 8 a.m. and 8 p.m.  Watering of landscape areas shall be permitted only on Mondays and Thursdays."
05/01/15 00:00,15-May,San Bernardino County Service Area 64,South Lahontan,14031,Yes,3,,,,,
05/01/15 00:00,15-May,Valley County Water District,South Coast,71003,Yes,7,39,39,39,1,"First Violation - Educate and provide information about water use practices and conservation measures. Second Violation - Written warning outlining the need for action to implement appropriate corrective measures. Additional Violations - Monetary penalties:  Third Violation - $25.00 penalty, Fourth Violation - $50.00 penalty, Fifth Violation - $100.00 penalty"
05/01/15 00:00,15-May,San Jacinto  City of,South Coast,15582,Yes,2,3,3,3,,1.  Water Conservation flyer sent out to all customers with Level 2 Water Supply Shortage requirements.  2.  City has appled for Parks/Basins turf removal rebates. 
05/01/15 00:00,15-May,San Gabriel County Water District,South Coast,45000,Yes,2,33,33,33,1,
05/01/15 00:00,15-May,Santa Ana  City of,South Coast,332005,Yes,3,29,29,29,0,
05/01/15 00:00,15-May,San Juan Capistrano  City of,South Coast,39047,Yes,2,17,17,5,0,"After initial educational letters from Conservation staff, two customer issues were relayed to Code Enforcement this month. They received a Notice of Violation, which is the step before fines can be issued.  Staff is monitoring these sites.  The Water Conservation Ordinance was updated in May, to specify two day per week watering."
05/01/15 00:00,15-May,Serrano Water District,South Coast,6641,Yes,2,0,1,13,0,We have been vigiliant with tagging doors while reading meters and while driving the area. Also conducted 44 proactive conservation sprinkler/landscape adjustment inspections which no other agency in California is doing. The customer is required to sign a release of liablity waiver. Serrano also has been reaching out to the top 100 users and scheduling sprinkler timer adjustments. The 15 minutes two days per week watering restrictions combined with a comprehensive penalty structure has led to customers testing out the process (practice test) in May and has led to instrumental reductions of 43 %. We anticipate a similiar cut back in June. 
05/01/15 00:00,15-May,Sunny Slope Water Company,South Coast,30611,Yes,2,21,3,66,0,"Conscientious patrolling for & reporting of water usage/leaks during peak hours ; seasonal rate increase ; new Water Conservation door hangers (bright red with 1st, 2nd, 3rd notice checkbox) ; report any hangers delivered in City of San Marino for code enforcement"
05/01/15 00:00,15-May,Sonoma  City of,San Francisco Bay,11579,Yes,2,6,18,16,0,
05/01/15 00:00,15-May,Sweetwater Authority,South Coast,189970,Yes,2,10,10,0,0,
05/01/15 00:00,15-May,Suburban Water Systems San Jose Hills,South Coast,178500,Yes,3,33,3,23,0,
05/01/15 00:00,15-May,Ukiah  City of,North Coast,16075,Yes,4,12,12,0,0,
05/01/15 00:00,15-May,Arcadia  City of,South Coast,57639,Yes,3,90,90,90,1,
05/01/15 00:00,15-May,Suburban Water Systems Whittier/La Mirada,South Coast,115000,Yes,3,32,5,22,0,
05/01/15 00:00,15-May,Golden State Water Company Artesia,South Coast,47978,Yes,2,8,5,0,0,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties."
