Timestamp,Reporting_Month,Supplier_Name,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
04/01/15 00:00,15-Apr, California-American Water Company Monterey District ,Central Coast,109817,Yes,2,27,27,27,0,"All water waste complaints and enforcement of violations in the Monterey Service Area are handled by the Monterey Peninsula Water Management District (""MPWMD"").  Water waste complaints received, or violations observed by California American Water are immediately forwarded to MPWMD."
04/01/15 00:00,15-Apr," Rio Vista, city of ",Sacramento River,8324,Yes,3,66,40,26,0,
04/01/15 00:00,15-Apr, California Water Service Company Mid Peninsula ,San Francisco Bay,132527,Yes,7,26,26,26,0,
04/01/15 00:00,15-Apr, Paramount  City of ,South Coast,55051,Yes,3,26,26,26,0,
04/01/15 00:00,15-Apr, California-American Water Ventura District ,South Coast,62144,Yes,7,29,25,25,0,
04/01/15 00:00,15-Apr, San Dieguito Water District ,South Coast,37168,Yes,3,45,43,25,1,1 second violation issued - $200 fine
04/01/15 00:00,15-Apr," Lathrop, City of  ",San Joaquin River,19831,Yes,2,25,25,25,0,The City issued 25 door hangers to residents during the month of April.  
04/01/15 00:00,15-Apr, Hillsborough  Town of ,San Francisco Bay,10850,No,2,9,24,24,0,"The Town has continued to issue water waste warning letters, and code enforcement has been meeting with repeat offenders to ensure compliance. No citations have been required to date. "
04/01/15 00:00,15-Apr, Triunfo Sanitation District / Oak Park Water Service ,South Coast,12200,Yes,2,22,24,24,0,
04/01/15 00:00,15-Apr, Covina  City of  ,South Coast,33300,Yes,3,26,24,24,2,
04/01/15 00:00,15-Apr, Yorba Linda Water District ,South Coast,72500,Yes,3,55,78,23,1,"On the first violation, YLWD will hand deliver a door hanger to the location of the violation and mail a notice to the current billing address. A second violation within 12 calendar months is punishable by a penalty of $100. A third violation within 12 calendar months of the first or second violations is punishable by a penalty of $250. A fourth and any subsequent violations within 12 calendar months of the first violation are punishable by a fine of $500. In addition, the District may opt to install a water flow restrictor device. "
04/01/15 00:00,15-Apr, Fortuna  City of ,North Coast,11926,Yes,4,0,0,0,0,
04/01/15 00:00,15-Apr, Chino Hills  City of ,South Coast,76131,Yes,7,226,226,23,0,
04/01/15 00:00,15-Apr, Beaumont-Cherry Valley Water District ,South Coast,43111,Yes,2,50,50,22,0,
04/01/15 00:00,15-Apr," Windsor, Town of ",North Coast,27391,Yes,3,26,43,21,0,"The Town received 26 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter.  The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
04/01/15 00:00,15-Apr, Newhall County Water District ,South Coast,45036,Yes,3,21,23,21,0,
04/01/15 00:00,15-Apr, Martinez  City of ,San Francisco Bay,35375,Yes,2,2,2,0,0,
04/01/15 00:00,15-Apr, Hayward  City of ,San Francisco Bay,151037,Yes,2,21,21,21,0,
04/01/15 00:00,15-Apr, Pittsburg  City of ,San Francisco Bay,66183,Yes,3,15,38,21,0,
04/01/15 00:00,15-Apr, San Gabriel Valley Water Company ,South Coast,271817,Yes,3,28,1,21,0,
04/01/15 00:00,15-Apr, California-American Water Company Los Angeles District ,South Coast,102889,Yes,7,23,21,21,0,
04/01/15 00:00,15-Apr, Santa Ana  City of ,South Coast,332005,Yes,3,37,37,21,0,
04/01/15 00:00,15-Apr, Oildale Mutual Water Company ,Tulare Lake,33163,Yes,3,16,16,0,0,
04/01/15 00:00,15-Apr, Livermore  City of Division of Water Resources ,San Francisco Bay,27033,Yes,2,15,15,0,0,
04/01/15 00:00,15-Apr, Serrano Water District ,South Coast,6641,Yes,2,2,21,21,0,33 Conservation outreach efforts conducted with the newly hired full time employee dedicated to outreach. 
04/01/15 00:00,15-Apr, Vallejo  City of ,San Francisco Bay,124000,Yes,7,30,21,21,0,"The City is enforcing its existing Wasteful Water Use Prohibition Ordinance and its resolution addressing outside water use restrictions, by performing windshield surveys and following up on all water waste advisories with site inspections, customer education, and distribution of water-saving devices. To facilitate the receipt of citizen water waste advisories, the City has set up a hotline and has expanded the use of SeeClickFix.  The City utilizes a variety of media to get the word out to customers.  A recently adopted Ordinance to go into effect on June 11, 2105, provides an additional enforcement tool - administrative citation and penalties."
04/01/15 00:00,15-Apr, Riverside  City of ,South Coast,333829,Yes,4,103,50,20,0,
04/01/15 00:00,15-Apr, Western Municipal Water District of Riverside ,South Coast,96139,Yes,7,20,20,20,0,Western Municipal Water District partners with local code enforcement teams to monitor water saving progress in the community we serve. In partnership with 311 dispatch we reach out to residential or business customers that may have a problem with water waste. The first warning letter offers assistance through free efficiency evaluations for all customers. The second letter for the same issue reminds them of assistance and warns of monetary penalties. The third notice imposes daily penalties.
04/01/15 00:00,15-Apr, California Water Service Company Stockton ,San Joaquin River,170209,Yes,7,20,20,20,0,
04/01/15 00:00,15-Apr, Fountain Valley  City of ,South Coast,56916,Yes,7,20,20,20,0,
04/01/15 00:00,15-Apr, Scotts Valley Water District ,Central Coast,10509,Yes,2,0,0,0,0,N/A
04/01/15 00:00,15-Apr, Lincoln  City of ,Sacramento River,45206,Yes,3,42,51,0,0,
04/01/15 00:00,15-Apr, Sonoma  City of ,San Francisco Bay,11579,Yes,2,5,18,20,0,
04/01/15 00:00,15-Apr, Upland  City of ,South Coast,75670,Yes,3,26,26,20,0,
04/01/15 00:00,15-Apr, Livingston  City of ,San Joaquin River,14898,Yes,2,5,5,20,0,Citiation Notices and Penalities for 5/11/15 Warning 1st violation $50 second violation $100 for third violation $500 forth violation and any other violation within a 12 month period
04/01/15 00:00,15-Apr, Monterey Park  City of ,South Coast,62183,Yes,7,20,20,20,0,
04/01/15 00:00,15-Apr, Tracy  City of ,San Joaquin River,85146,Yes,7,72,19,19,0,
04/01/15 00:00,15-Apr, Moulton Niguel Water District ,South Coast,172068,Yes,7,19,19,19,0,"The District uses its water budget rate structure to signal customers of potential water waste. The customer service department actively calls customers who are over their water budget. In addition, the inclining tiered rate structure provides increasing price disincentive for the wasteful use of water. "
04/01/15 00:00,15-Apr, Suburban Water Systems San Jose Hills ,South Coast,178500,Yes,3,41,3,19,0,
04/01/15 00:00,15-Apr, Bellflower-Somerset Mutual Water Company ,South Coast,46300,Yes,2,6,6,0,0,
04/01/15 00:00,15-Apr, Port Hueneme  City of ,South Coast,21555,Yes,1,2,2,0,0,
04/01/15 00:00,15-Apr, Mesa Water District ,South Coast,108000,Yes,7,14,18,18,0,
04/01/15 00:00,15-Apr, Eureka  City of ,North Coast,27052,Yes,4,0,0,0,0,
04/01/15 00:00,15-Apr, West Sacramento  City of ,Sacramento River,50836,Yes,3,153,153,18,0,
04/01/15 00:00,15-Apr, California Water Service Company Visalia ,Tulare Lake,137912,Yes,7,17,17,17,0,
04/01/15 00:00,15-Apr, Bakman Water Company ,Tulare Lake,13960,Yes,2,17,17,17,0,"Bakman Water investigated incidences where either Bakman Technicians noticed water wasting or water wasting was reported to office by an outside source. Formal verbal warnings were issued where technicians educated the customers on the drought situation, explained the mandatory water schedule, and/or technician personally reset the sprinkler timer to correct times at the request of the customer. If customers were not present, a notice was hung on their door. Customers were also contacted via telephone about high usage or possible leaks pursuant to new meter reading technology implemented through a grant-funded meter installation project."
04/01/15 00:00,15-Apr, Pomona  City of ,South Coast,151713,Yes,7,17,17,17,0,"Going to City Council on May 18, 2015 to enforce water contingency plan to limit outdoor water to 2 days per week."
04/01/15 00:00,15-Apr, Suburban Water Systems Whittier/La Mirada ,South Coast,115000,Yes,3,30,5,17,0,
04/01/15 00:00,15-Apr, Vista Irrigation District ,South Coast,124746,Yes,3,28,8,16,0,
04/01/15 00:00,15-Apr, Patterson  City of ,San Joaquin River,20922,Yes,2,5,5,0,0,None of the five water waste complaints required a follow up.
04/01/15 00:00,15-Apr, Benicia  City of ,San Francisco Bay,28086,Yes,3,14,14,16,0,
04/01/15 00:00,15-Apr, Coachella  City of ,Colorado River,45591,Yes,7,16,16,16,0,
04/01/15 00:00,15-Apr, Millbrae  City of ,San Francisco Bay,21532,Yes,,17,17,16,0,
04/01/15 00:00,15-Apr, Long Beach  City of ,South Coast,473247,Yes,2,1766,1478,15,2,
04/01/15 00:00,15-Apr, Olivenhain Municipal Water District ,South Coast,83368,Yes,3,33,25,15,0,"OMWD allows a 21-day grace period to allow customer to remedy violation.  Customer is not issued another violation if a report is received for the same violation.  If a report of a repeat violation is received during the 21-day grace period, the customer is called rather than issued another written violation."
04/01/15 00:00,15-Apr, Soquel Creek Water District ,Central Coast,37720,Yes,7,14,15,15,0,"In April, we were in a Stage 3 Emergency Water Shortage with a curtailment target of 25%.  In this Stage, we are actively enforcing compliance with our Water Waste Ordinance which is always in effect. We respond to customer and staff reports of water waste and have a water waste patrol staff member who actively patrols the service area."
04/01/15 00:00,15-Apr, Paso Robles  City of ,Central Coast,30450,Yes,3,8,15,15,0,Hiring additional enforcement staff
04/01/15 00:00,15-Apr, Crescenta Valley Water District ,South Coast,31966,Yes,2,15,15,15,0,
04/01/15 00:00,15-Apr, Cerritos  City of ,South Coast,49041,Yes,2,15,15,15,0,
04/01/15 00:00,15-Apr, Tustin  City of ,South Coast,67700,Yes,7,15,15,15,0,
04/01/15 00:00,15-Apr, Winton Water & Sanitary District ,San Joaquin River,8500,Yes,2,15,15,15,0,Progressive penalties
04/01/15 00:00,15-Apr, San Buenaventura  City of ,South Coast,113478,Yes,2,95,95,14,6,
04/01/15 00:00,15-Apr, Hollister  City of ,Central Coast,23021,No,,,,,,
04/01/15 00:00,15-Apr, California Water Service Company Bear Gulch ,San Francisco Bay,58895,Yes,7,14,14,14,0,
04/01/15 00:00,15-Apr, Laguna Beach County Water District ,South Coast,19121,Yes,3,48,48,0,0,District staff spoke with each of the 48 violators regarding water waste. District also contacted  the Laguna Beach City Manager and his staff to report on water waste in City parks and City irrigation accounts.
04/01/15 00:00,15-Apr, Burbank  City of ,South Coast,106084,Yes,3,159,159,13,0,"Followed up every complaint with a letter.  The warning actions are complaints that received a third notice, which mentions the fines. Stage 2 allows 3 days per week watering for summer, beginning April 1. "
04/01/15 00:00,15-Apr, Brentwood  City of ,San Joaquin River,56493,Yes,2,24,24,13,0,9 follow up phone calls regarding water waste/irrigation problems.
04/01/15 00:00,15-Apr, San Clemente  City of ,South Coast,50960,Yes,3,13,13,13,0,
04/01/15 00:00,15-Apr, Citrus Heights Water District ,Sacramento River,67333,Yes,2,22,18,12,0,
04/01/15 00:00,15-Apr, Lincoln Avenue Water Company ,South Coast,16126,Yes,2,2,2,0,0,Lincoln Avenue Water Company Board adopted a moratorium on water stock sales which adds to the existing moratorium on added water demand to the distribution system. We are currently in the process of updating our Water Shortage Contingency plan which will allow the company to implement further conservation requirements. 
04/01/15 00:00,15-Apr, Mid-Peninsula Water District ,San Francisco Bay,26730,Yes,2,12,12,12,0,Step 1 - Education  Step 2 - Written notice Step 3 - 48 hour on-site citation Step 4 - $500 fine issued Step 5 - Temporary termination of water service until compliant
04/01/15 00:00,15-Apr, Watsonville  City of ,Central Coast,65739,Yes,2,8,20,12,10,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations."
04/01/15 00:00,15-Apr," Kerman, City of ",Tulare Lake,14339,Yes,2,5,9,0,0,
04/01/15 00:00,15-Apr, Paradise Irrigation District ,Sacramento River,26032,Yes,3,12,12,12,0,
04/01/15 00:00,15-Apr, Lake Arrowhead Community Services District ,South Lahontan,22675,Yes,0,2,99,12,4,"The District has AMI on 100% of its meters and monitors and responds to all meters with high or constant usage.  Ordinances provide specific warning and penalty levels:  1st violation receives a written warning.  2nd violation in a calendar year receives a $250/day penalty, 3rd violation $500/day.  After that a water flow restricting device is installed. "
04/01/15 00:00,15-Apr, California-American Water Company San Diego District ,South Coast,95358,Yes,7,15,12,12,0,
04/01/15 00:00,15-Apr, Oakdale  City of ,San Joaquin River,21985,Yes,4,34,12,12,1,
04/01/15 00:00,15-Apr, Madera  City of ,San Joaquin River,63008,Yes,2,76,96,11,31,
04/01/15 00:00,15-Apr, Suisun-Solano Water Authority ,San Francisco Bay,28549,Yes,3,4,4,0,0,
04/01/15 00:00,15-Apr, Woodland  City of ,Sacramento River,57223,Yes,7,64,29,11,0,"We will be moving to a Stage Two, Water Warning on May 19 limiting irrigation to three days per week and prohibiting irrigation between 10 a.m. and 6 p.m."
04/01/15 00:00,15-Apr, Linda County Water District ,Sacramento River,18808,Yes,,,,,,
04/01/15 00:00,15-Apr, East Niles Community Service District ,Tulare Lake,26000,Yes,3,15,11,11,0,
04/01/15 00:00,15-Apr, Goleta Water District ,Central Coast,86946,Yes,2,75,75,11,0,
04/01/15 00:00,15-Apr, Palmdale Water District ,South Lahontan,116183,Yes,3,13,9,11,0,
04/01/15 00:00,15-Apr, Arcata  City of ,North Coast,18464,Yes,7,0,0,0,0,
04/01/15 00:00,15-Apr, Crescent City  City of ,North Coast,18290,Yes,7,1,1,0,0,
04/01/15 00:00,15-Apr, Crestline Village Water District ,South Lahontan,7468,Yes,3,,,,,
04/01/15 00:00,15-Apr, Lamont Public Utility District ,Tulare Lake,20009,Yes,4,11,11,11,0,Customers fully complied with the District's requests to modify their use of water to comply with the District's water use restrictions. Issuance of penalties was not required to achieve compliance this month.
04/01/15 00:00,15-Apr, Nipomo Community Services District ,Central Coast,12512,Yes,2,14,14,10,,
04/01/15 00:00,15-Apr, Amador Water Agency ,San Joaquin River,23347,Yes,2,17,7,10,0,Verbal Warning Written Warning 1 week water restrictor  Water restrictor for remainder of drought 
04/01/15 00:00,15-Apr, Fair Oaks Water District ,Sacramento River,36226,Yes,3,,,,,
04/01/15 00:00,15-Apr, California Water Service Company Hermosa/Redondo ,South Coast,95723,Yes,7,10,10,10,0,
04/01/15 00:00,15-Apr, Mammoth Community Water District ,South Lahontan,16739,Yes,2,19,18,10,0,none
04/01/15 00:00,15-Apr, Adelanto City of ,South Lahontan,32543,,,,,,,
04/01/15 00:00,15-Apr, Sunnyvale  City of ,San Francisco Bay,147055,Yes,7,64,52,10,0,
04/01/15 00:00,15-Apr, Santa Cruz  City of ,Central Coast,94887,Yes,,42,32,10,0,"The City has a LEAK-LINE for the public to report water waste violations and receives such reports in person, over the telephone, by email and other sources.  We have one dedicated water waste enforcement staff patrolling the field in the am hours, and will be hiring a second staff in May.  In the case of formal warning actions, customers are given a period of 2 weeks as an opportunity to resolve/correct  the situation or else they are subject a penalty of $100 for a  second violation, $250 for a third, and $500 for a fourth, with the possiblity of a flow restrictor and/or termination of service.  Large customers, defined as using more than 1,000,000 gallons per year, water waste penalties are 3 times the amount listed above.   "
04/01/15 00:00,15-Apr, Azusa  City of ,South Coast,110000,Yes,2,,,,,
04/01/15 00:00,15-Apr, Valley of the Moon Water District ,San Francisco Bay,23478,Yes,3,10,20,10,0,
04/01/15 00:00,15-Apr, Apple Valley Ranchos Water Company ,South Lahontan,62602,Yes,3,1,1,0,0,
04/01/15 00:00,15-Apr, Orchard Dale Water District ,South Coast,25605,Yes,,10,10,10,0,
04/01/15 00:00,15-Apr, Rincon Del Diablo Municipal Water District ,South Coast,29955,Yes,2,10,10,10,0,
04/01/15 00:00,15-Apr, Golden State Water Company Cowan Heights ,South Coast,7254,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr, El Dorado Irrigation District ,Sacramento River,128500,Yes,2,51,60,9,0,
04/01/15 00:00,15-Apr, Monte Vista Water District ,South Coast,54460,Yes,7,9,15,9,0,
04/01/15 00:00,15-Apr, Walnut Valley Water District ,South Coast,113236,Yes,2,,,,,
04/01/15 00:00,15-Apr, California Water Service Company Los Altos/Suburban ,San Francisco Bay,68103,Yes,7,9,9,9,0,
04/01/15 00:00,15-Apr, Great Oaks Water Company Incorporated ,San Francisco Bay,99199,Yes,2,0,0,0,0,"Great Oaks Water Co. is a water utility regulated by the California Public Utilities Commission (CPUC) and is in the process of complying with CPUC orders for the addition and activation of a conservation and drought tariff schedule, with enforcement mechanisms and drought surcharges.  It is expected that the tariff will be in effect in June, 2015."
04/01/15 00:00,15-Apr, Hemet  City of ,South Coast,29982,Yes,2,10,19,9,0,
04/01/15 00:00,15-Apr, Golden State Water Company Placentia ,South Coast,46543,Yes,2,20,2,0,0,
04/01/15 00:00,15-Apr, Huntington Park  City of ,South Coast,64219,Yes,2,,,,,
04/01/15 00:00,15-Apr," Tehachapi, City of ",Tulare Lake,8839,Yes,3,14,9,9,0,
04/01/15 00:00,15-Apr, Manhattan Beach  City of ,South Coast,36051,Yes,1,0,30,0,0,
04/01/15 00:00,15-Apr, Padre Dam Municipal Water District ,South Coast,89171,Yes,3,11,9,9,0,"Padre Dam has an online form and hotline number for community members to report water waste that was observed. Padre Dam staff also report on waste water observed when in the field. This information allows Padre Dam to follow-up with the water waste and help prevent it from happening in the future. This may include letters and/or calls to the property as well as Padre Dam staff visits to the property if needed. The goal of our follow-up is to give the persons or businesses the opportunity to correct the issue, become better educated on the importance of water conservation, and change water habits. Our drought response plan does allow us to implement fines if waste water continues."
04/01/15 00:00,15-Apr, Bella Vista Water District ,Sacramento River,17619,Yes,3,6,9,9,0,"The number of ""Contact Follow-ups"" and ""Warning Actions"" were greater than the number of complaints because some of the complaints were received on March 31 with subsequent enforcement actions occurring in April."
04/01/15 00:00,15-Apr, Riverbank  City of ,San Joaquin River,23298,Yes,4,9,9,9,0,
04/01/15 00:00,15-Apr, Lynwood  City of ,South Coast,71297,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr, Napa  City of ,San Francisco Bay,85679,Yes,7,35,35,8,0,"The City of Napa continued its formalized Water Waste Reporting procedures, encouraging customers to report violations via phone or email (link on the City's web site).  Water Division field staff are tasked with reporting violations and educating customers in the course of their normal duties.  Five of the 35 complaints received in April were for actions other than the officially prohibited water waste items."
04/01/15 00:00,15-Apr, Mission Springs Water District ,Colorado River,34766,Yes,3,8,8,8,0,
04/01/15 00:00,15-Apr, California Water Service Company Livermore ,San Francisco Bay,57450,Yes,7,8,8,8,0,
04/01/15 00:00,15-Apr, Golden State Water Company S Arcadia ,South Coast,26827,Yes,2,3,0,0,0,
04/01/15 00:00,15-Apr, Lomita  City of ,South Coast,20463,Yes,,,,,,
04/01/15 00:00,15-Apr, Golden State Water Company San Dimas ,South Coast,54872,Yes,2,21,5,0,0,
04/01/15 00:00,15-Apr, California Water Service Company Palos Verdes ,South Coast,69879,Yes,7,8,8,8,0,
04/01/15 00:00,15-Apr, Monrovia  City of ,South Coast,37406,Yes,2,,,,,
04/01/15 00:00,15-Apr, Banning  City of ,Colorado River,30325,Yes,7,11,11,8,0,
04/01/15 00:00,15-Apr, Hesperia Water District City of ,South Lahontan,91627,Yes,7,8,8,8,0,
04/01/15 00:00,15-Apr, Morro Bay  City of ,Central Coast,10234,Yes,2,7,7,7,0,
04/01/15 00:00,15-Apr, Dublin San Ramon Services District ,San Francisco Bay,78301,Yes,1,9,6,7,2,
04/01/15 00:00,15-Apr, California Water Service Company Salinas District ,Central Coast,120955,Yes,7,7,7,7,0,
04/01/15 00:00,15-Apr, Twentynine Palms Water District ,Colorado River,18795,Yes,7,1,1,0,0,
04/01/15 00:00,15-Apr, Carpinteria Valley Water District ,Central Coast,14616,Yes,2,14,13,7,0,
04/01/15 00:00,15-Apr," Yreka, City of ",North Coast,7840,Yes,3,4,4,0,0,
04/01/15 00:00,15-Apr, Rubidoux Community Service District ,South Coast,29900,Yes,2,6,6,0,0,
04/01/15 00:00,15-Apr, Rubio Canyon Land and Water Association ,South Coast,9600,Yes,2,7,7,7,0,
04/01/15 00:00,15-Apr, Pico Rivera  City of ,South Coast,39002,Yes,3,2,2,,,
04/01/15 00:00,15-Apr, Big Bear City Community Services District ,South Coast,12413,Yes,7,7,7,7,0,Watering is allowed 7 days a week but only before 9 am and after 6 pm.  We are going to Odd and Even watering schedule based on addresses starting June 1st.  So it will be watering before 9 am and after 6 pm only on odd or even days based on residents address.
04/01/15 00:00,15-Apr, San Fernando  City of ,South Coast,23645,Yes,7,6,6,0,0,
04/01/15 00:00,15-Apr, California Water Service Company East Los Angeles ,South Coast,155293,Yes,7,6,6,6,0,
04/01/15 00:00,15-Apr, Vaughn Water Company ,Tulare Lake,30455,Yes,3,33,33,6,0,Many of the (33) complaints consisted of possible broken lawn sprinklers broken meter couplings and or meters and possible leak investigations. All 33 complaints were investigated and corrected within the same day of the complaint. Of the (33) complaints (6) were customer wasting water or watering when they shouldn't be. Those customers were left notices  on how to correct the violation.
04/01/15 00:00,15-Apr, Santa Fe Springs  City of ,South Coast,18199,Yes,7,0,0,0,0,Lawns and landscape areas shall not be watered between the hours of 10:00 a.m. and 4:00 p.m.
04/01/15 00:00,15-Apr, San Bernardino County Service Area 64 ,South Lahontan,12514,Yes,3,,,,,
04/01/15 00:00,15-Apr, Petaluma  City of ,San Francisco Bay,61258,Yes,7,12,12,6,0,
04/01/15 00:00,15-Apr, El Toro Water District ,South Coast,48628,Yes,3,6,6,6,0,Public Hearing scheduled for June 9 to consider assessing an Administrative Penalty to customers who exceed their calculated efficient water budgets.  Also considering reducing the outdoor water budgets to 50% of calculated water budgets and reducing the indoor GPCD allocation from 60 gallons per person to 55 gallons per person per day.
04/01/15 00:00,15-Apr, Arroyo Grande  City of ,Central Coast,17003,Yes,4,6,6,6,0,
04/01/15 00:00,15-Apr, North Coast County Water District ,San Francisco Bay,39000,Yes,2,6,6,6,0,
04/01/15 00:00,15-Apr, San Juan Capistrano  City of ,South Coast,39047,Yes,2,17,9,0,0,"In April 2015, staff received and responded to 38 calls reporting leaks and water waste.  Additionally, staff has continued a cycle of patrols for overspray and runoff, and has contacted 2 additional sites this month where runoff occurred, or broken or stuck sprinklers were discovered.  4 fire hydrants were serviced due to tampering, leak, and damage by vehicles. 9 water line breaks were detected and repaired."
04/01/15 00:00,15-Apr, Fruitridge Vista Water Company ,Sacramento River,21441,Yes,2,22,22,6,0,"door hangers, verbal and written warnings and explanations of the rules"
04/01/15 00:00,15-Apr, Arvin Community Services District ,Tulare Lake,20499,Yes,7,15,126,6,0,"Adopted new regulations starting on May 4th, there will be no landscape watering for residential or commercial on Mondays, Wednesdays and Fridays."
04/01/15 00:00,15-Apr, Calaveras County Water District ,San Joaquin River,31750,Yes,2,5,5,5,0,"CCWD STAGE 3.5 WATER CONSERVATION ENFORCEMENT MEASURES  Under the mandatory conservation programs and in addition to, and/or exercise of, any and all lawful remedies, the Calaveras County Water District (CCWD or District) Board hereby adopts the following course of enforcement actions to apply to violations of Stage III irrigation and outdoor water use restrictions.  1. Upon a determination by CCWD staff that a violation of this Ordinance has occurred, CCWD will issue an initial Notice of Violation, which shall include written warning that further violation will result in possible restriction of water service. The Notice of Violation shall provide 72 hours for the person responsible for the violation to correct or cure the violation, except in the case of emergency, as determined by CCWD staff. 2. If a Customer fails to correct or cure the violation following the issuance of a Notice of Violation, the Customer’s water service may be restricted by a flow-restricting device for a period of at least 30 days, and the Customer may also be subject to a fine not to exceed $100 per violation, or both. If a flow-restricting device is installed, it shall remain in place until the Board of Directors repeals the state of emergency or threat of emergency or shortage and upon payment of all fines accrued to date and a $72 fee for administrative, installation and removal costs.  3. In the event of additional or continuing violations, the Customer’s water service may be restricted by a flow-restricting device installed by the District and the Customer may also be subject to a fine not to exceed $200 for the second violation within the preceding 12 months, or both. In the event of continuing violations, the Customer may be subject to fines not to exceed $500 per violation for each additional violation within the preceding 12 months. If a flow-restricting device is installed, it shall remain in place until the Board of Directors repeals the state of emergency or threat of emergency or shortage and upon payment of all fines accrued to date and a $72 fee for administrative, installation and removal costs.  4. All fines & fees shall be added directly to the Customer’s water bill, and each additional violation shall be accompanied by a Notice of Violation. A Customer may appeal an administrative fine to the Board of Directors within 30 days of the Notice of Violation. Fines that have not been appealed within the 30-day time period are presumed by the Board to be uncontested and correctly levied. Any legal challenge to the imposition of administrative fines under this section must be brought within 20 days of the expiration of the time for appeal before the Board, or within 20 days of the Board’s ultimate determination on appeal, whichever is later pursuant to  Government Code § 53069.4.    5. The violation of a District ordinance is a misdemeanor. CCWD retains the ability to pursue any and all other remedies available to it under the law, including the referral of alleged violations to local law enforcement, civil and criminal prosecution, and termination of water service. In particular, the District may pursue a violation of conservation restriction under Water Code Section 31029 which states in part, “…it is a misdemeanor for any person to use or apply water received from the district contrary to or in violation of the restriction or prohibition, until the ordinance has been repealed or threatened emergency case ceased, and upon conviction thereof, that person shall be punished by imprisonment in the county jail for not more than 30 days or by fine of not more than six hundred dollars ($600) or by both the fine and imprisonment.”  "
04/01/15 00:00,15-Apr, Sweetwater Authority ,South Coast,189970,Yes,7,,,,,
04/01/15 00:00,15-Apr, Corona  City of ,South Coast,168070,Yes,3,20,1120,5,0,"In April 2015, a total of 517 customers had water usage charged in Tier 4 (Excessive Water Use) and 480 customers had water usage charged in Tier 5 (Wasteful Water Use). All customers with water usage falling into tier 4 and 5 are notified by postcard and customers with tier 4 or 5 water usage for more than one month are contacted by phone to schedule an appointment to address the high water usage. "
04/01/15 00:00,15-Apr, Exeter  City of ,Tulare Lake,10572,Yes,2,8,6,5,0,
04/01/15 00:00,15-Apr, California Water Service Company South San Francisco ,San Francisco Bay,60935,Yes,7,5,5,5,0,
04/01/15 00:00,15-Apr, Golden State Water Company Artesia ,South Coast,47978,Yes,2,5,1,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Claremont ,South Coast,37160,Yes,2,23,6,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Bell-Bell Gardens ,South Coast,57934,Yes,2,2,0,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Florence Graham ,South Coast,65492,Yes,2,2,0,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Barstow ,South Lahontan,31209,Yes,2,4,4,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Norwalk ,South Coast,44466,Yes,2,5,0,0,0,
04/01/15 00:00,15-Apr," East Palo Alto, City of ",San Francisco Bay,29143,No,2,5,5,5,0,
04/01/15 00:00,15-Apr, Golden State Water Company Ojai ,South Coast,7188,Yes,2,5,2,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Simi Valley ,South Coast,43351,Yes,2,9,0,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Southwest ,South Coast,271677,Yes,2,26,13,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company West Orange ,South Coast,111904,Yes,2,18,7,0,0,
04/01/15 00:00,15-Apr," American Canyon, City of ",San Francisco Bay,20080,Yes,2,5,5,5,0,
04/01/15 00:00,15-Apr, Compton  City of ,South Coast,81963,Yes,3,,,,,
04/01/15 00:00,15-Apr, Valley Water Company ,South Coast,9900,Yes,2,,17,,,
04/01/15 00:00,15-Apr, Whittier  City of ,South Coast,49954,No,7,5,5,5,0,
04/01/15 00:00,15-Apr, Victorville Water District ,South Lahontan,116179,Yes,7,15,15,5,0,2.5 hours of patrolling for run off/waste issues 
04/01/15 00:00,15-Apr, La Verne  City of ,South Coast,32228,Yes,7,1,3,0,0,"Outdoor irrigation is permitted 7 days a week, but limited to 5 minutes per station and no more than 20 minutes per week per the city's ordinance."
04/01/15 00:00,15-Apr," Colton, City of ",South Coast,47612,Yes,7,17,6,4,0,"Customers are restricted from watering from 8am-6pm. Overwatering and run-off are also violations of our municipal code. Leaks must be repaired in a timely manner, and no one is allowed to use water to clean hardscape areas, unless for public health reasons. "
04/01/15 00:00,15-Apr, Georgetown Divide Public Utilities District ,Sacramento River,9863,Yes,7,0,0,0,0,
04/01/15 00:00,15-Apr, Norwalk City of ,South Coast,18361,Yes,3,2,2,0,0,
